12th percentage,cet rank,distance,branch,college
72.8,54424,556,CS,E191
76.1,5065,16,IE,E047
77.9,18916,365,EC,E002
70.1,33895,575,CS,E205
60.3,89541,19,EE,E205
62.3,40751,979,CE,E077
69.8,56319,141,ME,E272
62.9,45484,832,ME,E156
68.5,44167,337,CE,E063
77.7,28016,14,ME,E037
59.9,86936,21,MT,E151
74.2,16597,12,ST,E002
64.8,124312,6,ME,E091
59.4,47025,13,ME,E029
62,33454,9,EE,E129
87,3985,7,EC,E057
57.1,104725,11,CE,E160
79.4,10728,4,EC,E037
67.8,118130,340,CE,E198
82.5,17590,6,IE,E058
67.3,110750,880,CS,E272
62.6,44684,493,CS,E174
71.1,10936,14,CS,E105
60.1,111513,15,ME,E168
63.8,282258,136,ME,E177
66.8,43489,562,EC,E254
68.5,38154,17,MN,E015
95.8,295,21,CS,E057
58.9,52686,57,CS,E046
76.6,12276,19,ME,E077
59.9,44072,11,EE,E255
76.3,24521,3,EC,E011
56.6,118317,5,IE,E070
77.7,29054,5,CE,E095
71.8,70286,10,CE,E087
69.2,49068,2,CE,E159
68.3,63555,17,CS,E089
72,9001,6,EC,E047
78.9,14663,144,CS,E047
82.3,18475,68,AE,E037
64.7,30777,738,CE,E032
74.3,18220,959,EC,E209
58.5,55073,633,IP,E045
56.3,126122,703,EC,E159
68.6,201144,987,CE,E013
80.4,5773,431,ME,E048
68.9,77821,773,CE,E154
70.9,32855,416,CE,E092
65.7,45368,679,CE,E100
71.3,66809,19,EE,E095
62.7,145040,776,ME,E104
85.8,3162,980,SE,E235
73.4,17168,967,EE,E062
64,46748,599,CE,E210
67.7,68122,598,CE,E265
65.4,45629,750,CS,E070
70.9,59649,92,MT,E151
59.3,39700,544,ME,E158
56.1,58149,9,AU,E038
65.3,84379,15,IP,E047
71.9,44054,5,ME,E103
71.8,104835,21,ME,E157
69.8,168666,274,ME,E035
77.3,7811,645,EE,E128
85.9,1960,900,EE,E008
82,12712,993,EE,E166
78.8,26275,17,EE,E036
71.7,143011,857,EC,E035
76.1,11887,377,CH,E007
62.9,149666,577,ME,E171
65.7,85904,214,CE,E191
81.9,21154,5,EE,E097
64.1,93268,6,CE,E096
56.6,70503,783,EC,E205
61.2,55924,959,EC,E120
62,36394,61,AE,E239
71.7,28602,234,ME,E024
57.7,37952,955,EC,E117
59.7,102106,6,ME,E096
63.3,62085,14,ME,E158
75.4,13852,20,CE,E274
89.6,1148,871,SE,E048
65.9,39982,19,IE,E169
72.5,39854,14,ME,E181
72.2,29707,434,IM,E009
66.5,168550,15,AU,E144
79.3,13864,21,CE,E058
73.5,10112,522,EC,E082
66.7,48822,914,IE,E092
80.5,17383,2,IM,E003
64.1,34414,731,TC,E007
81.4,28112,18,IE,E087
65.9,92714,20,ME,E203
75.5,23037,11,EC,E087
68.6,41127,239,CS,E032
68,66317,243,CS,E188
91.5,2882,775,CB,E057
73.4,15664,610,EE,E128
70.7,140852,18,ME,E208
76.6,24271,12,EC,E240
61.8,112395,615,EC,E198
71.3,23071,856,EC,E151
70.6,61666,594,ME,E209
71,42369,10,IE,E209
71.1,26387,934,EE,E062
57.4,84243,10,CE,E164
72.5,168899,196,ME,E090
67.9,30330,731,CS,E101
67.1,179893,849,ME,E132
69.3,54904,555,EC,E254
66.4,56158,21,IP,E047
81.8,25442,144,EC,E164
72.3,130966,13,ME,E130
61,102499,781,ME,E255
75.2,13711,130,ME,E022
66.8,34175,18,CS,E157
64.5,200930,16,ME,E216
62.9,151861,658,ME,E269
79.1,15362,849,CS,E274
82.6,11121,19,EC,E071
66.8,64267,66,EC,E265
58.7,182111,14,PL,E237
68.1,201706,20,EC,E096
65.4,43213,699,CS,E117
72.7,23273,5,CE,E008
65,38406,12,CO,E237
76.4,22345,528,IE,E049
80.7,26790,983,BT,E114
59.6,46269,6,EC,E269
72.2,85652,19,CS,E110
60.5,75127,495,EC,E130
58.8,337866,351,EC,E210
75.2,28393,112,CE,E036
91.1,4656,675,EC,E023
65.5,98991,518,ME,E043
67.1,93287,9,CE,E252
75,28105,18,IM,E008
70.7,31654,547,CE,E059
70.1,16823,956,CS,E034
82.3,29978,768,IE,E033
72,136053,16,ME,E113
56.2,148682,341,EC,E193
80.4,24907,2,CS,E017
58.8,109992,808,EE,E165
80,22573,9,IE,E078
69.1,136622,560,EC,E269
68.3,31034,14,BC,E240
69.8,53867,6,EC,E173
63.4,43908,435,EC,E209
91.6,3098,397,EC,E511
70.4,7766,6,IE,E277
61.6,36275,265,EC,E165
62.7,98653,18,ME,E199
63.9,169869,791,EC,E216
71.2,38487,799,ME,E011
60.5,68752,18,EC,E033
62.9,185382,15,ME,E239
73.7,22621,11,EC,E036
60.8,32110,639,EC,E104
64,34307,6,CH,E011
57.5,57198,5,CS,E213
64.3,55740,2,CE,E232
72,33112,716,AU,E059
72.5,124581,358,ME,E109
74,13871,514,IE,E123
66.2,64922,12,ME,E273
80.6,10660,104,CS,E064
71,44540,537,ME,E104
67.7,268786,5,CS,E174
59.5,60612,4,CE,E015
74.5,24562,14,EC,E010
78.7,28649,17,CS,E015
70.4,142180,940,AU,E099
70.3,13199,619,IE,E212
73.6,11882,14,ME,E021
61.6,54699,4,IE,E209
64.6,41171,63,EC,E149
74.4,6979,495,CH,E048
76.4,11436,3,EE,E241
73.4,14133,54,EC,E033
57.9,78821,19,CS,E207
59,68702,193,CE,E154
60.2,37623,730,CE,E203
61.2,52079,538,EC,E103
66,51657,21,EC,E254
87.7,1466,112,CH,E005
73.3,13087,205,BT,E057
69.5,114730,11,EC,E175
66.7,123954,501,ME,E193
71.8,95380,447,EC,E204
59.5,37210,57,CE,E061
71.3,8674,578,EC,E150
73.8,25248,11,ME,E047
63.4,30010,567,CS,E157
70,79518,415,IE,E149
72.4,26250,123,EC,E079
64,46726,758,CS,E199
78.2,25553,9,BT,E108
65.7,88737,20,ME,E172
60.2,48583,439,CE,E033
80.2,16643,21,EC,E061
60,69290,5,EC,E083
68.5,96974,861,MT,E111
75.5,19056,675,ME,E030
67.3,85701,996,CE,E145
71.4,7445,473,CB,E057
82,1054,646,EC,E006
58,77336,15,CS,E172
92.8,372,913,EC,E005
67.6,67369,8,MN,E015
66.2,139622,4,CE,E208
56.7,108631,18,EC,E169
78.9,18374,170,EC,E011
80.5,19640,412,EC,E160
65.5,49483,2,AE,E186
64.5,70258,231,IE,E106
63.6,91262,999,MR,E144
62.8,110878,3,CE,E089
56,50299,265,CS,E167
61.6,46323,574,CS,E169
65.5,76188,707,EC,E132
71.8,34286,619,ME,E124
77.4,16121,8,ME,E235
70.6,74271,497,CS,E144
59.2,84995,10,ME,E104
78.8,5963,2,EC,E276
70.3,120456,784,ME,E086
87.6,3777,553,CH,E048
84.8,2148,429,EE,E003
77.1,29481,14,CS,E147
78.7,8782,873,ME,E021
72.4,24329,20,EE,E047
69.2,54597,18,CE,E064
69,139883,16,CE,E121
80.4,7683,936,CS,E097
77,8897,8,CE,E007
57.5,207703,264,CE,E193
70.4,158343,10,ME,E109
60.6,37446,687,EC,E164
77.9,24497,168,EC,E183
70.2,14900,13,BT,E078
73.4,9517,207,IE,E082
90.1,1789,15,CS,E008
65.8,302580,285,EC,E044
72.4,94248,17,CE,E078
81.7,4594,21,CS,E037
57.2,54197,18,CS,E035
59.9,36335,19,CE,E118
60,69032,644,EE,E255
66.5,49257,725,CE,E135
73.4,28585,325,CE,E115
59.5,36957,13,ME,E166
94.6,57,13,EC,E005
65.5,72849,20,ME,E232
77.5,13173,776,EC,E049
79.6,18816,371,CE,E041
57.8,91855,576,EC,E127
72.1,8294,2,CS,E071
80.2,10126,15,SE,E014
65.4,53005,16,IE,E152
72.6,92576,19,ME,E078
83.5,2205,188,CS,E126
73,5236,13,CH,E007
81.3,1236,124,EI,E005
71,9467,969,ME,E048
58.3,204358,16,CS,E174
70.5,34772,831,EE,E274
57,39596,994,CS,E252
65.1,132242,71,CE,E106
56.2,115179,858,EC,E040
82.5,16965,310,EC,E086
56.8,169603,14,EC,E180
62.1,63180,5,IE,E171
58,73909,763,CE,E128
80.2,14699,18,EE,E079
78,8877,10,CS,E065
67.2,39757,16,IE,E145
56.3,48593,9,ER,E232
70.5,24451,19,IE,E092
61.3,49811,188,CE,E114
78.2,21228,896,CS,E013
72.8,79614,8,IE,E085
88.9,4912,4,CE,E005
70.3,247289,69,CE,E254
69,90567,5,CE,E258
59.5,79886,900,EE,E210
80.8,23737,19,EC,E160
69.3,174171,8,ME,E127
80,17102,718,CS,E105
56.5,92710,9,ME,E507
71.9,25128,2,CS,E087
76,8411,913,AE,E151
59,73273,17,EC,E165
68.1,64054,790,IE,E149
73.6,7278,263,IE,E060
81.1,2126,2,IE,E001
74.1,5983,938,EE,E012
60,129434,398,ME,E108
62.7,40249,374,CS,E156
82.6,17885,718,ME,E001
66.4,111915,985,EE,E199
56.9,296532,563,CE,E083
56.9,138783,13,ME,E128
59.9,50048,18,EC,E168
58.4,336697,2,EE,E181
71.6,27371,472,IP,E023
69.9,114234,4,ME,E146
87,3431,165,BT,E009
56.7,40936,3,EE,E059
71.7,115270,5,EC,E136
62.3,71304,4,EE,E045
57.9,36707,194,BT,E078
74.5,22044,13,EE,E061
71,78621,8,IE,E147
72.3,133147,8,CE,E254
91.4,377,777,BT,E005
72.3,24818,7,CS,E161
70.2,6355,263,IE,E047
60,50258,243,CS,E255
63.8,62296,712,EC,E154
80.3,28815,16,IE,E011
59.5,231747,293,IE,E146
74.7,22617,19,BC,E240
72.7,145897,10,CE,E210
65.4,202804,15,CE,E136
56.9,121011,14,CE,E124
73.8,15552,12,CS,E134
57,94365,543,ME,E205
72.4,26221,20,CS,E274
72.7,13219,738,CE,E012
71.6,45285,799,IE,E133
74.7,20114,505,CS,E175
82.4,6966,54,AE,E007
67,133179,12,ME,E100
56.1,55088,648,IE,E092
75.7,18932,21,EE,E099
69.2,54266,7,IE,E098
69.1,31054,516,EC,E103
61,35116,984,CE,E034
64.1,42615,18,MN,E079
62.4,51560,5,IE,E151
66.4,35395,544,ME,E142
80.7,3691,823,EE,E030
75.7,12591,451,CS,E059
71.1,138553,8,ME,E045
60.3,80652,129,CE,E264
67.9,53748,8,CS,E033
72.1,27059,9,CE,E166
88.7,2800,950,EC,E041
66.2,80827,21,EC,E042
58.2,49842,460,CS,E259
68.8,94141,7,EE,E055
73,112216,13,CE,E132
86.5,1127,595,CS,E510
60.5,34661,225,EE,E097
58.6,73722,3,EC,E132
71.1,65839,5,EC,E272
70.8,10599,756,EC,E053
75.5,20701,12,IP,E022
70.2,22727,546,CS,E036
74.7,22719,900,CS,E184
66.3,139305,12,EC,E210
64.1,61958,484,CS,E110
70.7,121403,507,CE,E504
56.5,99439,556,ME,E044
71.2,35962,607,CS,E169
70.4,70809,20,ME,E028
59.6,110882,749,CE,E077
64.5,39016,262,CS,E093
62.5,104277,602,MT,E232
76.7,15434,2,CE,E057
77.3,27824,128,CS,E113
95.3,37,221,CS,E005
81.4,14743,6,EC,E006
80.2,17807,17,EC,E212
62.9,42872,5,CE,E082
73.5,11894,640,ME,E126
65.1,91987,712,ME,E150
81.7,1691,136,EC,E021
80.3,13760,6,CI,E232
59.7,76441,260,ME,E078
62,210616,478,CE,E208
61.5,57784,637,ME,E047
69.6,52971,391,ME,E070
61.6,39831,942,EC,E189
75.8,23925,891,EC,E108
56.1,138331,560,CE,E160
72,90161,587,EE,E198
67.7,96453,16,EC,E202
64.2,137525,14,IM,E017
78.3,14455,884,CS,E011
58.7,97102,593,CS,E265
72.3,117388,19,CE,E239
76.7,12420,12,ME,E021
82.6,21238,332,CS,E173
70.6,7763,314,AE,E151
80.1,8113,64,EE,E016
70.9,8431,756,CS,E010
60.6,79032,6,EE,E213
57.3,40562,3,CE,E089
78.1,10329,18,CE,E022
63.5,44012,577,CS,E139
70.5,33188,13,CS,E173
60.9,56773,9,IE,E096
57.4,123749,587,CS,E197
72.6,23300,12,EC,E014
72.6,250028,666,ME,E042
69.8,105456,529,ME,E086
61.7,31724,901,ME,E103
63.2,105985,14,CE,E152
60.1,77531,20,EE,E106
71.9,87715,644,EC,E169
68.2,48842,20,ME,E097
79.4,27181,516,CS,E078
56.7,110171,20,ME,E177
92.4,102,13,EC,E005
58.8,106244,21,CE,E264
67.1,94952,312,CS,E130
64.6,52228,7,ME,E166
61.6,97779,440,CS,E132
58.8,93962,685,EC,E043
66.3,91199,467,CS,E158
68.7,47985,286,ME,E212
68,31725,2,CS,E104
67,33883,395,IM,E082
70.5,57555,950,CS,E174
74,17376,6,CE,E006
66.2,134748,168,CS,E197
75.4,13925,18,ME,E001
64.6,58538,239,CE,E018
66.3,39506,18,ME,E023
68.4,76040,11,CS,E193
93.7,816,14,SE,E005
81.8,16222,8,CE,E022
67.9,140199,7,CE,E035
81.5,7465,277,ME,E241
60.4,197226,715,EC,E175
58.4,176308,404,EC,E237
69,54286,17,EC,E154
72.3,71000,13,IE,E095
73.7,29524,4,EI,E007
56.9,54932,7,CS,E237
63.2,39247,3,CS,E046
78.3,20998,2,CS,E010
73.2,16842,14,CE,E047
57.6,37246,717,CS,E087
72.4,32739,15,CS,E128
82.6,23513,352,EE,E058
70,45335,11,CS,E032
60.3,100284,18,EE,E087
68.8,34031,7,EC,E114
75.3,15155,13,EE,E235
57.6,65558,863,ME,E232
58.9,32351,623,CE,E185
71.3,140734,7,ME,E045
64.1,96463,5,CS,E093
73.1,25356,13,CS,E087
70.7,29989,21,EE,E097
64.6,38514,227,CE,E042
82.5,21669,844,EC,E142
78.5,13481,980,CS,E209
72.2,26984,748,CT,E057
60.2,262834,809,ME,E194
78.1,24890,18,CE,E185
56.9,87292,18,CS,E202
69,57379,815,EE,E210
76.3,23218,936,EC,E121
71.5,44888,651,IE,E014
62,187622,114,EC,E076
69.6,121295,7,EE,E136
67.3,55712,9,CE,E063
71.7,50396,478,CE,E113
56,131718,743,CS,E183
68.4,124836,753,ME,E168
78.3,19527,942,CE,E167
81.5,27486,9,IE,E103
57.4,30683,925,CS,E175
85.7,3102,21,CS,E082
81.7,15792,488,EE,E034
72.1,41653,19,CE,E274
75.8,8332,14,EC,E178
76.9,14402,822,ME,E022
64.6,57262,932,CS,E134
62.9,103631,57,MT,E232
67.7,50148,3,CE,E232
67.9,52495,428,EC,E013
72.8,52901,854,CE,E147
72.6,75639,4,CS,E076
63.8,59845,8,CE,E028
71.7,16967,18,ME,E142
72.4,63221,20,AU,E047
64.7,68527,616,CE,E163
56.5,43194,556,IE,E261
63.7,57623,7,CS,E165
56.9,116564,813,EE,E134
70.6,162701,561,EC,E180
67,49513,595,CS,E044
79.2,6076,10,CS,E275
78.5,8793,17,EC,E276
62.8,43144,594,ME,E058
71.4,44775,18,CE,E205
57,50690,858,CS,E259
70.9,109669,269,IE,E070
75.9,26484,15,CE,E071
63.7,108029,411,ME,E113
81.1,15777,20,EC,E115
73,21009,12,CS,E036
71.7,38478,290,ME,E031
63.6,59714,6,CE,E046
78.3,13444,14,CE,E071
79.1,5356,195,BT,E007
82.5,11487,412,ME,E162
72,15570,937,EC,E241
62.8,79092,17,CS,E119
57.2,69358,986,EC,E165
82.9,13337,455,CS,E212
62.1,155333,560,ME,E119
61,60571,8,CE,E134
64.5,44480,800,ME,E008
66.4,68157,511,IE,E142
71.6,118943,6,ME,E070
82.2,19463,8,CE,E060
59,83175,11,EC,E157
81.9,18929,20,EE,E079
58.4,134498,328,ME,E090
78.1,14505,584,ME,E001
76.5,5179,20,TC,E048
65.5,212661,14,EE,E144
70.7,6372,13,CS,E042
57.1,89279,756,MT,E232
90.8,2516,823,IE,E107
67.1,54065,17,CE,E108
75.5,24093,863,CS,E100
68.5,60547,8,CE,E272
56.6,84304,980,ME,E062
69.4,30673,548,CE,E049
58.1,33885,877,ME,E029
77.1,20625,50,CE,E004
75,29784,20,BT,E078
68.3,50782,498,CE,E175
69.7,136552,21,ME,E196
67.3,111769,2,ME,E181
63,75997,15,EC,E146
84.9,1661,21,IE,E006
58.2,54408,11,CS,E028
66.3,47246,111,CE,E087
72.2,129454,62,CE,E145
69.5,79931,3,EE,E066
72.8,104409,13,CE,E205
68.8,137901,9,CS,E202
62,33789,293,AU,E079
68,256976,62,EE,E197
78.3,24516,119,CS,E059
82.3,11610,319,CS,E115
69.1,308234,286,ME,E055
64.8,61704,694,EE,E232
72.7,28385,19,EC,E274
67.6,79051,2,IE,E033
61.1,31383,137,CS,E210
60.8,43667,8,CS,E154
65.3,52325,976,CE,E151
79.1,10668,18,EC,E210
61.8,64474,11,ME,E121
68.9,116713,755,CE,E206
59.6,34508,75,ME,E041
56,319647,819,EC,E184
68.2,34062,957,AE,E239
68.5,99225,69,EE,E127
71.3,20737,250,CH,E062
59.5,140598,541,CE,E206
60.5,39741,188,EC,E098
71.8,156613,21,CE,E093
60.3,92277,342,IE,E087
70.8,34146,106,CS,E210
56.3,34663,840,EC,E238
63.1,65399,11,CS,E110
72.2,57173,19,CE,E128
57.7,60471,671,ME,E212
70,104372,12,CE,E171
97.3,395,468,EE,E005
62.3,153296,7,CE,E147
60.2,65024,19,EC,E093
58.1,178355,4,EE,E198
79.1,5063,15,IE,E012
71.7,31417,5,CS,E049
72.6,32315,14,CE,E232
65.1,47503,473,EC,E165
79,25384,873,CS,E044
69.6,99011,964,CE,E028
76.2,5386,448,IE,E034
73,41267,15,CE,E013
76.2,8994,907,EC,E016
75,7711,2,MD,E006
80.8,24543,6,CE,E203
71.5,206880,531,EC,E139
65.5,391835,402,CE,E254
76.1,16935,273,EE,E145
72.2,93316,82,IE,E095
71.6,274013,20,EC,E175
57,92117,301,CE,E101
59.2,49351,7,MD,E017
61.7,65427,798,EE,E213
73.8,9162,13,EC,E053
86.2,4085,2,EC,E141
57,53883,315,CE,E089
77.9,5899,410,IM,E006
73.4,7015,326,EC,E120
73.5,18597,213,CE,E016
68.1,37835,994,AE,E037
61.3,48041,166,ER,E232
64.2,50735,623,ME,E157
63.3,32303,731,ME,E008
71,115001,474,CE,E109
67.4,43449,5,EE,E196
68.6,94560,18,ME,E160
67.4,81662,4,ME,E150
70,229940,816,ME,E186
80.5,27291,13,ME,E124
67,47837,91,CS,E093
58.8,206614,3,EE,E198
74.8,18405,689,EC,E115
65.6,196976,3,CE,E163
72.4,46696,17,EE,E150
81.7,23586,897,IP,E041
82.1,5955,723,CS,E005
63.6,31100,188,EC,E240
65.3,84000,4,EC,E189
80.8,14969,605,EC,E002
71.8,9403,13,CE,E008
77.1,19770,16,EC,E087
72.7,21155,792,TC,E011
64.1,78155,460,EE,E198
71.4,5391,16,CS,E151
56.4,185908,15,ME,E206
75.5,5345,253,EE,E016
76,13875,6,AE,E014
63.1,40262,107,CS,E157
70.1,73449,499,CS,E094
63.5,73086,756,CE,E134
71.4,39888,570,CS,E164
81.1,5978,11,EE,E126
79.4,13726,5,CS,E047
70.1,8320,126,AE,E079
61.8,43355,11,CE,E235
70.7,19487,6,EC,E115
65.9,32558,94,CE,E077
80.9,18668,17,TC,E008
74.7,16486,528,EC,E038
63.4,46939,11,IE,E083
60.8,59361,410,CS,E254
76.7,14422,6,CE,E038
59.2,38597,16,EC,E158
82.8,18531,466,CE,E082
59.7,64364,19,CS,E093
63.7,59279,10,EC,E177
62.7,149242,21,ME,E205
78.1,19717,21,ME,E023
63.1,231488,20,IE,E177
70.1,96302,10,EC,E171
67.5,79332,15,CE,E168
59.7,44912,956,CE,E149
70.2,46833,18,CE,E011
71.5,38811,4,EC,E168
74.5,19690,11,EC,E065
63.5,83565,342,ME,E147
67.2,86181,3,EC,E183
71.8,16610,955,IP,E061
64,42156,3,CE,E272
86.2,2699,171,IE,E057
78.1,24242,6,CS,E155
84.9,1645,309,CS,E510
81.3,3638,318,ME,E003
82.1,9705,226,CH,E016
60.2,120091,10,CS,E191
56.4,162671,65,CE,E139
64.9,52517,897,EE,E210
79.9,10825,217,CS,E002
96.1,354,883,CS,E009
62.9,207353,959,EC,E180
68.8,72407,793,CS,E198
66.2,84574,376,ME,E017
76.4,29664,250,EC,E093
76.8,14916,9,CE,E024
57.9,30378,3,EC,E011
66.3,73332,677,EE,E095
72.6,10432,15,CE,E030
74,10834,186,CH,E016
66.1,54001,8,AU,E099
58.8,32793,5,CS,E208
68.6,77325,15,CE,E207
62.6,53987,8,IE,E078
72.6,36244,2,CE,E031
70.7,155560,12,EC,E504
73,124741,5,CE,E054
57.2,136304,21,IE,E045
60,208534,985,ME,E083
79.8,6777,3,MD,E007
65.1,63747,11,CS,E094
73.3,5647,7,CE,E048
71.5,69714,725,CS,E146
80.8,9707,703,IE,E104
74.7,9907,935,EC,E082
83.7,3332,543,BT,E006
56.1,59661,523,CS,E182
81.4,2808,725,EC,E001
69.6,97749,19,ME,E015
80.7,3727,166,MD,E048
78.2,10604,60,ME,E126
75.8,16565,4,CE,E126
65.4,70521,13,IE,E087
68,318995,473,ME,E239
66.4,52528,388,ME,E103
63.3,45731,20,ME,E097
71.9,51706,12,IM,E082
70.3,6439,506,EC,E041
70.1,6565,403,EC,E012
57.1,82909,244,IE,E111
60.4,86892,14,EE,E237
60.5,37566,2,CS,E198
66.5,69452,581,CE,E015
58.5,51451,907,CS,E149
68.9,164914,692,ME,E180
58.3,107346,15,CE,E028
82.4,26907,994,CE,E060
70.1,133778,5,ME,E171
81,17917,266,ME,E030
76.4,13725,812,CS,E235
71.1,26294,7,EI,E122
63.5,332279,15,EE,E216
76.8,17034,12,CE,E060
81.8,13836,396,EC,E002
89.8,1683,795,IE,E006
79.6,19108,373,EC,E104
68.5,37494,20,CS,E128
58.9,66838,15,EE,E028
59.6,57430,11,CS,E165
66.3,42813,500,CE,E175
57,32764,15,CE,E272
87.7,2038,401,EC,E001
61.6,30056,388,CS,E221
76.2,17610,405,ME,E155
72.2,41798,787,CE,E157
73.1,28034,785,CE,E010
57,124370,954,ME,E127
79.7,9318,551,AE,E105
63.8,67108,6,EE,E150
72.4,30270,890,BT,E049
70.2,39513,746,IE,E059
63.4,45968,958,CE,E053
64.2,169509,442,CS,E264
66.3,127208,525,CE,E097
82.3,24434,311,EC,E111
79,25912,15,CE,E212
64.3,46671,11,EE,E031
62,195871,10,EC,E221
74.4,28305,8,IM,E016
57.3,60967,740,EC,E181
76.2,9039,21,SE,E014
69.5,112144,192,CS,E181
60.5,75105,3,CE,E044
69.8,30843,153,IE,E014
72,7872,341,CS,E037
77.9,20928,7,CS,E038
81.6,5366,390,CE,E058
63.5,42516,19,EC,E100
61.6,188122,16,ME,E035
67.2,36840,19,IE,E017
82.7,15831,265,CE,E005
57.7,87694,7,IE,E043
70.2,15167,177,IP,E041
57.7,54250,489,EC,E055
67.9,228018,11,ME,E264
56.6,37876,880,EC,E100
73.8,17146,4,CS,E240
70.9,79014,851,CE,E015
76.9,5072,15,TC,E048
77.7,21579,449,EC,E108
58.7,108572,19,IE,E134
80.7,7686,307,CS,E178
81.3,26885,11,EC,E108
74,10600,607,IE,E097
70.1,50592,842,CE,E216
74.8,5809,372,CS,E085
70.5,7183,20,EC,E241
74,14879,9,EE,E012
76.1,28880,434,EE,E023
74.2,20738,5,EC,E071
60.9,197633,12,CE,E208
73.5,27053,16,EE,E178
72.4,155974,11,EE,E013
57.9,295496,134,EC,E237
71.9,12087,54,CH,E034
57.6,76845,17,CE,E106
71,20465,19,CE,E002
73.5,15459,289,CE,E126
56.5,158451,18,ME,E177
65.4,106035,914,CE,E085
60.9,31813,899,EE,E178
59.9,81421,745,CE,E155
57.4,330396,494,ES,E237
74.8,25451,14,IE,E014
62,51573,68,EC,E087
81.8,27963,379,CE,E098
63.2,80174,651,CE,E171
59,171201,7,ME,E252
59.5,40023,13,EE,E015
60.1,35049,13,EC,E149
72.1,156168,16,EC,E227
63.1,34223,425,CS,E104
58.6,74534,19,CS,E188
71.1,51787,4,EE,E038
62.8,49370,11,EC,E098
67.4,93907,467,IE,E018
82.8,6651,16,EC,E511
73.6,22636,769,CO,E237
56,30128,20,CS,E123
72,98321,21,IE,E198
79.6,19993,11,EC,E095
62.2,67281,202,ME,E062
71.9,5113,4,CS,E241
71.9,78056,17,AU,E047
67.1,32138,86,EE,E175
72.3,85650,158,EE,E205
67.9,58000,536,CE,E210
76.8,5067,10,CS,E178
77.4,12185,726,CS,E011
72,12274,957,EC,E062
88.7,3899,7,ME,E126
57.6,91345,2,CE,E097
61.6,52423,17,IE,E261
58,32533,993,IE,E252
57.7,49704,369,ME,E031
56.4,53412,614,MR,E144
58.4,108325,237,EI,E133
81,14868,14,EC,E260
56.6,104562,167,EE,E177
71.7,25734,10,CS,E061
66.8,105472,15,CE,E085
70.6,48272,19,CS,E186
72,54891,13,ME,E062
56.4,58772,479,CS,E169
56.7,83844,116,EC,E154
60.1,91265,2,ME,E185
64.3,33362,11,ES,E232
72.7,31878,923,EC,E108
58.6,101085,846,EC,E257
70,100224,166,ME,E165
72.1,41770,749,CS,E186
58,38226,468,EC,E114
92.5,658,14,IE,E005
80.5,3680,707,CS,E241
61.6,84974,8,CE,E046
67.8,54653,15,EC,E185
65.1,40944,15,CE,E156
64.1,49209,978,CE,E081
64.7,114013,300,CS,E120
58.8,33050,349,EC,E101
82.4,23452,338,TC,E011
66.5,53755,551,EC,E103
65.1,176412,60,EC,E112
77.9,18107,7,BM,E124
60.9,93141,857,CE,E028
85.6,2542,810,CS,E053
72.6,5596,13,BT,E007
65.6,141947,17,ME,E054
56.6,174884,877,CS,E136
70,140628,11,EC,E119
70.6,6949,14,ME,E048
78.7,20130,206,CS,E098
57.5,246933,927,ME,E081
77.7,26523,673,CE,E031
80.8,8933,90,RO,E241
63.3,51391,15,CS,E238
78.7,6466,612,CE,E003
76.2,23638,156,IE,E261
58.7,119737,3,ME,E104
82.6,26858,12,EI,E007
68.5,30852,297,CS,E015
63.2,247320,278,ME,E055
72.7,24592,233,CS,E210
58.2,62275,601,CS,E159
57.7,35898,9,EI,E008
71.3,5980,873,CS,E119
69.1,70665,3,EC,E204
70.9,26798,142,CE,E062
73.9,21198,972,CE,E166
69.7,141574,2,EC,E055
73.3,14110,368,EC,E087
82.6,16868,842,CE,E031
60.5,49550,53,CE,E146
71.3,25516,162,CS,E070
71.1,15750,681,CS,E010
71.4,58703,321,TC,E017
66.2,87495,938,EC,E172
71.1,12940,221,EI,E006
65.3,36617,611,MT,E151
63.5,81071,9,ME,E504
77.7,19372,76,CS,E175
60.7,31705,20,CS,E078
61.9,65149,274,CE,E104
62.9,215652,185,ME,E254
93.6,810,2,ME,E005
61.7,82441,20,EC,E202
79.1,25104,15,CS,E149
64.8,241326,447,EE,E197
70.6,52820,361,ME,E087
80,14713,13,SE,E014
61.8,115099,11,EC,E055
68.8,49493,587,EC,E166
59.1,110763,849,CS,E183
74.2,22518,555,CE,E092
68.2,71856,17,ME,E161
65.6,123146,154,CE,E196
58.3,87845,15,EC,E204
70.9,48164,122,EE,E066
64.5,78611,253,EC,E077
65.5,155318,595,EE,E132
73,7547,857,EE,E166
56.5,53112,20,EC,E205
66.5,38329,15,CS,E254
72.1,27694,7,CE,E037
57.7,30195,9,AE,E144
57.2,48747,8,IE,E144
80.7,17784,542,CS,E160
57.3,50681,564,AU,E049
70.1,20376,20,EC,E507
70,51054,19,EC,E157
76.4,22400,187,CE,E158
79.7,16443,594,BM,E124
68.6,49489,12,CE,E162
59.3,43242,262,EC,E274
66.7,51231,7,EC,E043
71.4,8182,13,MD,E048
71,110017,238,CE,E181
58.3,76742,21,IE,E095
67.6,275917,18,CE,E136
81.8,20666,945,EE,E107
73.2,10368,602,EE,E121
62.7,159968,385,ME,E090
91.6,751,433,IE,E048
73.5,10037,663,CE,E030
70.2,19743,174,EE,E099
63.9,34132,262,CS,E117
62.1,48563,7,EC,E111
72.5,67938,4,EC,E202
70.2,31854,17,AE,E146
